,Date,Market,Capital_used,ROI,Profit_Loss,Opened_trades,Closed_trades,Profitable_trades,Loosing_trades,Targets_met,Stoplosses_hit,broker_name,segment,trade_type,long_short,hourly_slots,pre_planned_or_adhoc,strategy_id
2174,05/07/2021,IND,1440010,-0.11,43920.31,27,29,25,4,3,2,A,FnO,positional,Long,4,1,4
2175,08/04/2021,IND,304180,0.07,-10798.39,30,23,14,9,5,4,B,Forex,intraday,Short,2,2,3
2176,12/07/2021,IND,1168537,0.52,-30966.23,40,1,1,0,1,0,C, Equity,intraday,Short,4,2,5
2177,04/07/2021,IND,951409,-0.32,12368.32,24,10,5,5,1,5,A,Commodities,swing,Long,2,2,4
2178,29/04/2021,IND,1059119,-1.2,-14298.11,47,19,5,14,2,7,C,Commodities,scalping,Long,2,1,10
2179,05/04/2021,IND,769364,0.28,4616.18,7,47,9,38,6,37,B,FnO,scalping,Short,3,2,2
2180,09/05/2021,IND,846246,-0.84,21579.27,24,23,17,6,15,6,D,Shares,swing,Short,3,2,10
2181,27/04/2021,IND,698113,-0.17,6981.13,47,41,1,40,1,37,A,Commodities,positional,Long,3,1,1
2182,18/05/2021,IND,942573,0.44,18851.46,34,16,2,14,0,7,D,FnO,positional,Short,2,2,8
2183,16/07/2021,IND,1383806,-0.57,19373.28,36,43,19,24,5,14,D,Commodities,swing,Short,4,1,9
2184,23/05/2021,IND,862481,1.47,-31911.8,10,23,7,16,6,2,C,Commodities,positional,Short,2,2,6
2185,17/07/2021,IND,755718,1.0,23049.4,3,27,2,25,0,4,C,Shares,swing,Long,2,1,9
2186,19/05/2021,IND,93371,-0.47,3921.58,25,31,9,22,9,22,B,Shares,intraday,Short,4,1,9
2187,13/05/2021,IND,909329,-0.05,-32281.18,1,12,5,7,1,5,C,Forex,positional,Short,1,1,3
2188,21/04/2021,IND,1181293,-0.19,5906.47,24,13,11,2,9,2,C,Forex,positional,Long,4,2,9
2189,27/06/2021,IND,539777,0.5,12684.76,31,21,13,8,12,5,B,Shares,positional,Long,3,2,6
2190,01/07/2021,IND,334495,-0.61,5519.17,2,46,9,37,2,15,B,Shares,swing,Long,2,2,7
2191,21/04/2021,IND,1363345,-0.19,9543.42,28,47,39,8,29,1,A,Commodities,intraday,Long,1,2,8
2192,12/04/2021,IND,546074,0.2,4368.59,12,32,17,15,2,14,C,Forex,swing,Short,2,2,8
2193,21/04/2021,IND,754704,-0.19,-23395.82,2,30,26,4,11,4,D, Equity,intraday,Long,3,1,5
2194,06/05/2021,IND,606184,-1.01,-18791.7,7,33,25,8,0,2,A,FnO,swing,Long,1,1,8
2195,17/05/2021,IND,489289,1.07,12232.23,11,30,25,5,6,5,B,FnO,scalping,Long,2,2,4
2196,16/05/2021,IND,1268048,-0.41,9510.36,37,44,25,19,9,3,D,Forex,intraday,Long,1,1,7
2197,04/06/2021,IND,1030091,-0.04,16481.46,25,19,7,12,2,3,C, Equity,swing,Long,4,2,2
2198,13/04/2021,IND,1012680,-0.03,-11139.48,38,6,4,2,3,0,A,Commodities,scalping,Long,1,2,1
2199,19/05/2021,IND,985203,-0.47,-44334.14,3,28,22,6,11,6,D,FnO,swing,Short,1,1,7
2200,21/04/2021,IND,1302434,-0.19,-53399.79,28,49,13,36,3,5,B,Commodities,scalping,Short,4,2,8
2201,15/05/2021,IND,1302322,0.58,64464.94,33,6,5,1,3,0,A, Equity,positional,Short,2,1,1
2202,21/06/2021,IND,162875,0.3,1303.0,25,1,0,1,0,0,A,FnO,intraday,Short,4,2,1
2203,11/07/2021,IND,374391,-0.6,7675.02,49,22,18,4,11,4,D,Commodities,intraday,Short,4,2,10
2204,18/07/2021,IND,1156169,-0.68,-7515.1,34,16,9,7,7,2,C,Commodities,scalping,Short,3,1,6
2205,31/05/2021,IND,223962,0.36,7838.67,26,23,0,23,0,16,B,Shares,positional,Short,1,2,2
2206,17/07/2021,IND,1470879,1.0,-34565.66,22,31,15,16,0,16,D,FnO,scalping,Long,1,2,5
2207,17/04/2021,IND,1160480,-0.73,-49320.4,34,23,17,6,4,2,C,Commodities,positional,Long,3,1,3
2208,19/07/2021,IND,329935,-0.16,9403.15,43,44,37,7,30,7,B, Equity,swing,Short,2,2,1
2209,10/07/2021,IND,1427345,-1.1,-70653.58,28,37,16,21,13,13,C,FnO,scalping,Short,3,1,5
2210,04/06/2021,IND,53321,-0.04,1279.7,40,15,9,6,5,0,B,FnO,scalping,Short,4,1,7
2211,18/07/2021,IND,923451,-0.68,-23086.28,23,10,5,5,1,0,D, Equity,scalping,Long,3,1,1
2212,20/07/2021,IND,271428,0.01,-6649.99,21,31,10,21,8,11,A, Equity,positional,Long,3,1,5
2213,09/04/2021,IND,495547,0.13,18583.01,13,9,3,6,1,0,D,Shares,scalping,Short,3,1,8
2214,15/07/2021,IND,397258,1.02,12513.63,6,13,11,2,2,0,D,Shares,intraday,Short,4,2,6
2215,09/05/2021,IND,1187473,-0.84,-21968.25,2,28,7,21,3,17,C,Commodities,scalping,Long,4,2,1
2216,25/05/2021,IND,1333982,-0.75,44688.4,26,15,4,11,1,11,B,Shares,positional,Short,1,2,6
2217,01/05/2021,IND,794887,-0.44,-19872.17,27,50,16,34,15,0,C,Commodities,intraday,Long,1,2,6
2218,23/04/2021,IND,595339,0.95,19050.85,18,10,9,1,5,0,A,Shares,swing,Short,4,1,8
2219,11/05/2021,IND,615628,0.42,8926.61,2,47,22,25,14,5,A,Shares,swing,Short,2,1,9
2220,14/07/2021,IND,1309608,0.69,64825.6,32,39,6,33,1,0,D,Forex,scalping,Long,3,1,9
2221,19/04/2021,IND,115374,-0.85,-2076.73,44,7,3,4,0,0,A,FnO,swing,Long,3,1,5
2222,02/05/2021,IND,875298,0.08,43764.9,36,43,6,37,6,18,A,Commodities,positional,Long,4,1,10
2223,23/06/2021,IND,515462,-0.55,-4639.16,47,22,20,2,12,2,D,FnO,swing,Short,2,2,2
2224,16/07/2021,IND,446076,-0.57,-18066.08,28,38,31,7,21,3,D,Commodities,swing,Long,4,2,6
2225,21/06/2021,IND,1302427,0.3,-14977.91,17,42,40,2,15,1,C,Commodities,swing,Long,3,1,4
2226,25/06/2021,IND,1269566,0.05,-18408.71,42,10,3,7,3,7,D,Forex,positional,Short,3,1,4
2227,21/07/2021,IND,710697,-0.09,-10305.11,7,24,4,20,4,16,B, Equity,scalping,Long,1,2,8
2228,08/07/2021,IND,809912,0.01,33611.35,48,8,8,0,2,0,A, Equity,scalping,Short,1,1,7
2229,06/05/2021,IND,943538,-1.01,-47176.9,5,27,25,2,19,2,B,FnO,scalping,Short,2,2,5
2230,19/06/2021,IND,1085484,-0.39,-32564.52,36,10,1,9,0,9,B,Shares,scalping,Long,2,1,9
2231,05/07/2021,IND,715789,-0.11,23621.04,48,35,27,8,26,4,B,Forex,positional,Long,2,1,2
2232,20/06/2021,IND,314147,0.16,-8953.19,33,37,24,13,3,12,A,Commodities,positional,Short,4,2,8
2233,05/04/2021,IND,573943,0.28,-26975.32,8,48,40,8,6,3,D,Shares,scalping,Short,1,2,8
2234,21/05/2021,IND,848851,0.14,26738.81,10,42,14,28,10,14,D,Commodities,swing,Long,1,1,9
2235,10/04/2021,IND,672934,-0.12,22206.82,33,7,5,2,0,2,A,FnO,scalping,Short,4,1,3
2236,02/07/2021,IND,959610,-0.26,47020.89,23,49,36,13,12,8,B,Shares,intraday,Short,3,2,2
2237,13/07/2021,IND,633635,0.04,26295.85,44,50,40,10,40,8,D,Shares,intraday,Short,2,1,8
2238,05/04/2021,IND,526816,0.28,-6585.2,27,40,26,14,26,10,A, Equity,intraday,Short,1,1,5
2239,29/06/2021,IND,337564,0.32,7088.84,50,32,24,8,9,7,B,Forex,swing,Short,1,2,5
2240,10/07/2021,IND,800192,-1.1,20404.9,49,41,37,4,20,3,C,Shares,intraday,Short,1,1,8
2241,20/06/2021,IND,1474221,0.16,72973.94,50,7,3,4,3,4,C,FnO,scalping,Short,2,2,4
2242,02/05/2021,IND,549064,0.08,-23609.75,10,25,10,15,10,3,A,Forex,scalping,Long,2,1,8
2243,24/06/2021,IND,968891,0.18,42631.2,1,44,18,26,9,7,A, Equity,scalping,Long,4,1,10
2244,06/05/2021,IND,807925,-1.01,-31105.11,29,49,26,23,4,10,B,Forex,scalping,Long,2,2,3
2245,04/06/2021,IND,1238651,-0.04,-22295.72,37,5,4,1,4,1,D, Equity,positional,Long,1,1,3
2246,25/05/2021,IND,346671,-0.75,2080.03,7,33,10,23,5,16,B,Commodities,intraday,Short,3,1,7
2247,08/05/2021,IND,420560,0.39,-15981.28,8,42,25,17,0,10,B, Equity,scalping,Long,4,2,10
2248,26/04/2021,IND,1464671,-0.1,69571.87,36,33,5,28,1,13,D,Shares,scalping,Long,3,1,4
2249,24/04/2021,IND,593483,0.15,5934.83,35,44,23,21,13,20,A,Commodities,positional,Long,4,2,6
2250,03/04/2021,IND,810603,-0.37,-32829.42,34,32,2,30,1,12,A, Equity,intraday,Long,3,1,4
2251,26/04/2021,IND,956865,-0.1,-4784.32,22,31,14,17,2,6,B,FnO,intraday,Long,1,2,6
2252,07/05/2021,IND,1446836,-0.11,23149.38,33,44,38,6,9,3,D,Forex,positional,Short,4,2,7
2253,28/06/2021,IND,505942,-0.3,24791.16,18,21,7,14,0,9,B,FnO,positional,Short,1,2,10
2254,30/05/2021,IND,1086332,0.08,13035.98,43,49,9,40,2,25,C,FnO,intraday,Long,1,2,2
2255,25/06/2021,IND,1463356,0.05,-27803.76,20,27,14,13,3,11,B,Commodities,scalping,Long,4,2,2
2256,26/04/2021,IND,630769,-0.1,19869.22,3,13,4,9,4,5,B,Shares,intraday,Short,4,1,1
2257,09/04/2021,IND,1029870,0.13,13903.25,36,13,12,1,5,1,A, Equity,scalping,Long,1,1,9
2258,05/06/2021,IND,642556,0.04,-17991.57,16,23,23,0,22,0,A, Equity,scalping,Long,2,1,7
2259,22/05/2021,IND,826828,-0.0,14056.08,9,33,32,1,13,1,A, Equity,swing,Long,4,2,9
2260,03/06/2021,IND,105670,0.8,-2113.4,43,43,43,0,24,0,C,Shares,swing,Short,3,1,1
2261,01/04/2021,IND,1275432,-0.24,-33798.95,50,47,30,17,12,16,B,FnO,swing,Long,4,2,6
2262,20/06/2021,IND,776086,0.16,-11253.25,28,20,5,15,5,15,B,Commodities,positional,Long,2,1,4
2263,10/04/2021,IND,730573,-0.12,4748.72,7,28,4,24,1,17,A,Forex,positional,Long,2,2,4
2264,12/04/2021,IND,1127854,0.2,-9022.83,33,14,9,5,7,1,A,FnO,positional,Long,1,1,6
2265,17/06/2021,IND,628751,-0.04,23892.54,22,5,1,4,0,1,A,Forex,swing,Short,1,1,10
2266,24/04/2021,IND,1071777,0.15,16076.66,11,21,0,21,0,17,C,Forex,swing,Short,3,1,1
2267,18/05/2021,IND,815026,0.44,-16708.03,4,10,6,4,2,3,B,Forex,swing,Short,2,1,3
2268,27/04/2021,IND,1185060,-0.17,-46217.34,47,46,45,1,15,1,C,FnO,intraday,Long,4,2,7
2269,26/04/2021,IND,317294,-0.1,-15864.7,37,17,15,2,10,0,A,Commodities,swing,Long,3,2,2
2270,19/06/2021,IND,140714,-0.39,1758.92,16,13,3,10,2,8,B, Equity,positional,Long,1,1,1
2271,27/06/2021,IND,1367128,0.5,-9569.9,21,46,29,17,0,8,D, Equity,scalping,Long,4,1,8
2272,29/05/2021,IND,480143,-0.13,-17525.22,45,2,2,0,2,0,A,Commodities,intraday,Short,2,2,8
2273,14/06/2021,IND,61608,-0.05,-2156.28,9,10,7,3,3,0,B, Equity,positional,Long,1,1,9
2274,19/04/2021,IND,244539,-0.85,-11248.79,45,22,13,9,7,4,D,FnO,scalping,Long,4,1,5
2275,25/04/2021,IND,730615,-0.0,-17169.45,36,50,26,24,5,14,C, Equity,positional,Long,3,1,9
2276,27/06/2021,IND,1300059,0.5,52652.39,10,42,29,13,27,5,B, Equity,positional,Long,3,2,10
2277,14/05/2021,IND,1236437,-1.39,-46366.39,17,48,2,46,2,33,D,Forex,positional,Short,3,2,4
2278,11/06/2021,IND,558618,0.8,6424.11,35,49,14,35,9,23,D,Forex,positional,Short,1,2,8
2279,07/07/2021,IND,1327367,-0.36,-16592.09,2,35,24,11,12,1,A,Commodities,intraday,Long,2,1,2
2280,17/07/2021,IND,164360,1.0,-5259.52,27,39,30,9,28,9,C,FnO,intraday,Short,1,2,8
2281,07/07/2021,IND,656786,-0.36,-31854.12,28,23,5,18,1,3,A,Commodities,positional,Short,1,1,10
2282,26/06/2021,IND,469797,-1.72,-10100.64,6,45,23,22,13,2,B,Shares,scalping,Short,4,1,9
2283,07/04/2021,IND,861007,-0.48,-28843.73,12,1,0,1,0,0,C,Shares,swing,Short,3,1,8
2284,06/04/2021,IND,1024909,0.32,41508.81,22,23,19,4,18,1,B,Shares,positional,Short,4,2,8
2285,03/05/2021,IND,553831,-0.02,-3876.82,31,42,23,19,23,12,D,Forex,positional,Short,2,2,6
2286,06/07/2021,IND,53852,0.25,2396.41,20,37,30,7,22,1,B,Forex,scalping,Long,1,1,5
2287,03/05/2021,IND,754749,-0.02,-12830.73,26,12,8,4,6,1,B,Shares,swing,Long,3,1,2
2288,04/05/2021,IND,1197056,-0.21,-20349.95,13,16,11,5,3,2,A,FnO,swing,Short,3,1,9
2289,20/07/2021,IND,341877,0.01,-6324.72,14,29,15,14,6,5,A,FnO,swing,Short,2,2,1
2290,24/04/2021,IND,1204290,0.15,-36128.7,39,8,1,7,0,4,B,Shares,positional,Short,3,2,6
2291,04/05/2021,IND,1253103,-0.21,6892.07,1,9,2,7,2,5,B, Equity,swing,Long,1,1,4
2292,04/06/2021,IND,630559,-0.04,17340.37,29,38,37,1,7,1,D,FnO,swing,Long,4,1,1
2293,16/04/2021,IND,125001,0.32,-3187.53,36,35,27,8,8,4,B, Equity,swing,Short,2,2,2
2294,18/04/2021,IND,537749,-0.09,13981.47,12,11,8,3,8,2,A,Shares,swing,Short,1,1,9
2295,29/06/2021,IND,1434481,0.32,-12910.33,46,29,28,1,12,1,A,FnO,swing,Long,1,2,6
2296,04/05/2021,IND,1027606,-0.21,21065.92,19,5,0,5,0,2,B, Equity,intraday,Short,3,2,6
2297,12/05/2021,IND,1141734,0.38,-38248.09,13,12,9,3,2,3,B, Equity,swing,Short,3,1,8
2298,11/07/2021,IND,782331,-0.6,36769.56,5,16,14,2,0,1,C,Shares,swing,Long,3,1,3
2299,05/07/2021,IND,114311,-0.11,5315.46,40,19,0,19,0,15,B,Commodities,swing,Short,1,2,4
2300,12/06/2021,IND,573791,-0.84,-6885.49,49,12,6,6,4,3,D,FnO,swing,Long,3,2,3
2301,24/06/2021,IND,580738,0.18,-26133.21,7,6,5,1,1,0,D,Forex,scalping,Long,1,2,10
2302,17/04/2021,IND,1017906,-0.73,-16795.45,34,22,3,19,2,11,B, Equity,swing,Short,2,1,4
2303,18/04/2021,IND,1093815,-0.09,21876.3,33,50,6,44,1,13,D,Commodities,scalping,Short,4,2,1
2304,27/05/2021,IND,1065412,-0.67,-25037.18,19,40,11,29,6,17,C,Shares,intraday,Short,3,1,8
2305,15/05/2021,IND,1461965,0.58,-70174.32,36,41,22,19,20,17,D,FnO,scalping,Short,4,1,10
2306,29/04/2021,IND,980996,-1.2,-28448.88,18,49,10,39,7,9,A,Commodities,scalping,Long,1,1,8
2307,15/06/2021,IND,1415966,0.14,63718.47,16,16,8,8,8,7,C,Shares,swing,Short,4,1,7
2308,13/06/2021,IND,1048147,-0.16,36161.07,25,3,3,0,2,0,D,Shares,swing,Short,1,1,10
2309,06/04/2021,IND,178893,0.32,4293.43,14,19,0,19,0,11,D, Equity,swing,Long,1,2,10
2310,12/05/2021,IND,869944,0.38,37842.56,44,40,39,1,33,0,B,Shares,intraday,Long,1,1,1
2311,18/07/2021,IND,1189319,-0.68,-48167.42,4,11,3,8,3,8,C,Forex,positional,Short,2,2,6
2312,31/05/2021,IND,414802,0.36,16177.28,37,20,14,6,1,4,B,Shares,positional,Short,1,1,5
2313,02/07/2021,IND,923526,-0.26,-23088.15,28,33,20,13,10,0,D,Shares,positional,Short,4,1,9
2314,19/04/2021,IND,115319,-0.85,2652.34,29,42,36,6,12,1,A,FnO,scalping,Long,4,2,1
2315,07/05/2021,IND,1032394,-0.11,9291.55,9,8,6,2,2,0,C,Forex,swing,Short,4,1,4
2316,28/05/2021,IND,1156753,-0.15,30075.58,37,8,0,8,0,6,A, Equity,swing,Short,3,1,1
2317,12/07/2021,IND,427576,0.52,-7910.16,49,2,0,2,0,2,A,FnO,intraday,Long,3,2,3
2318,14/07/2021,IND,239001,0.69,-5736.02,49,34,29,5,26,5,D,Forex,swing,Long,4,1,2
2319,11/05/2021,IND,665483,0.42,5989.35,12,16,3,13,1,2,D,Shares,positional,Short,4,2,1
2320,25/06/2021,IND,1304790,0.05,-43710.46,21,2,2,0,0,0,A, Equity,intraday,Long,1,1,9
2321,05/06/2021,IND,628559,0.04,-5657.03,42,7,4,3,3,3,B,FnO,swing,Short,3,2,7
2322,11/04/2021,IND,849639,0.31,-33135.92,35,40,29,11,25,6,C,Forex,scalping,Short,3,2,2
2323,10/04/2021,IND,334571,-0.12,12546.41,20,9,2,7,0,4,A,Commodities,intraday,Short,4,1,4
2324,05/05/2021,IND,176466,-0.48,-1588.19,2,24,21,3,16,3,C, Equity,intraday,Short,4,2,10
2325,24/05/2021,IND,657629,-0.59,-6905.1,36,35,6,29,2,15,B,FnO,scalping,Long,1,2,7
2326,16/07/2021,IND,817855,-0.57,-33940.98,48,1,0,1,0,1,B, Equity,positional,Long,1,1,10
2327,12/05/2021,IND,1455200,0.38,18190.0,11,39,21,18,6,11,B,Shares,scalping,Short,3,2,5
2328,16/05/2021,IND,1140406,-0.41,-33071.77,45,18,8,10,6,9,C, Equity,positional,Long,4,2,8
2329,14/07/2021,IND,422366,0.69,-6546.67,22,38,29,9,0,0,D,Commodities,positional,Long,4,1,5
2330,04/06/2021,IND,796535,-0.04,31463.13,22,21,17,4,7,0,D, Equity,swing,Long,3,1,1
2331,12/06/2021,IND,1379235,-0.84,-37928.96,38,16,1,15,1,12,B,Forex,positional,Long,1,1,3
2332,22/06/2021,IND,1245438,0.15,52931.11,28,14,4,10,3,9,B,Commodities,positional,Short,2,2,9
2333,20/06/2021,IND,455609,0.16,4556.09,40,2,2,0,2,0,B,Shares,swing,Short,4,1,10
2334,05/06/2021,IND,604328,0.04,-8460.59,28,27,18,9,7,8,A,Commodities,intraday,Long,1,2,1
2335,22/04/2021,IND,89290,-0.36,1383.99,47,26,26,0,17,0,B,FnO,swing,Short,2,2,10
2336,06/07/2021,IND,720550,0.25,30623.38,18,20,10,10,3,9,A, Equity,positional,Short,3,2,10
2337,03/04/2021,IND,1320280,-0.37,-48190.22,28,7,7,0,5,0,A,FnO,swing,Short,1,1,4
2338,14/05/2021,IND,1193043,-1.39,-22667.82,13,41,14,27,7,10,D,Shares,positional,Long,4,2,4
2339,01/04/2021,IND,931029,-0.24,13965.43,4,42,19,23,5,23,C, Equity,scalping,Short,3,2,1
2340,07/04/2021,IND,1008234,-0.48,-45874.65,13,33,9,24,6,4,D,Forex,positional,Short,4,2,3
2341,09/04/2021,IND,206228,0.13,2371.62,5,38,4,34,2,33,A, Equity,positional,Long,1,2,1
2342,22/07/2021,IND,460180,-0.05,20708.1,31,42,4,38,4,28,B,FnO,intraday,Short,1,1,4
2343,17/06/2021,IND,1193475,-0.04,44158.57,2,7,3,4,3,1,A,Shares,swing,Long,2,2,2
2344,06/06/2021,IND,1381836,-0.45,53200.69,13,22,15,7,2,2,D,Forex,scalping,Long,2,2,1
2345,04/07/2021,IND,1087801,-0.32,-50038.85,33,35,22,13,17,11,D, Equity,intraday,Long,3,2,9
2346,05/06/2021,IND,133308,0.04,1799.66,3,16,8,8,2,8,B, Equity,swing,Long,4,2,3
2347,18/07/2021,IND,391129,-0.68,-3324.6,10,46,3,43,0,13,D, Equity,swing,Long,1,2,6
2348,13/06/2021,IND,236765,-0.16,6866.19,23,19,6,13,3,2,D, Equity,swing,Long,3,2,5
2349,16/04/2021,IND,823464,0.32,25939.12,6,11,11,0,4,0,B,Commodities,intraday,Long,4,1,1
2350,04/06/2021,IND,1050128,-0.04,-9976.22,40,5,4,1,2,0,A, Equity,scalping,Long,3,1,3
2351,03/07/2021,IND,983045,-0.17,-47677.68,26,6,5,1,5,1,C,Shares,swing,Short,4,2,6
2352,06/04/2021,IND,95040,0.32,522.72,20,16,0,16,0,12,B,Forex,swing,Short,4,2,7
2353,20/07/2021,IND,1401298,0.01,-14713.63,31,40,4,36,1,7,A,FnO,positional,Short,4,1,4
2354,28/05/2021,IND,427291,-0.15,-18373.51,15,46,41,5,37,5,B,Shares,positional,Short,4,1,6
2355,18/07/2021,IND,548385,-0.68,24128.94,9,40,10,30,8,4,A,Shares,positional,Short,1,2,3
2356,08/05/2021,IND,1347574,0.39,49860.24,25,18,13,5,11,0,D,Shares,swing,Short,1,2,9
2357,11/07/2021,IND,1183466,-0.6,-57398.1,43,24,21,3,7,3,A,FnO,positional,Long,2,2,5
2358,13/04/2021,IND,978604,-0.03,-45994.39,44,3,0,3,0,0,D, Equity,swing,Long,3,2,3
2359,14/05/2021,IND,841147,-1.39,-26075.56,38,41,29,12,28,9,C,Commodities,positional,Long,2,2,1
2360,22/04/2021,IND,177798,-0.36,3111.47,45,6,5,1,2,1,C,FnO,scalping,Short,4,2,7
2361,14/06/2021,IND,866087,-0.05,-24683.48,50,28,15,13,13,13,A, Equity,scalping,Short,3,1,7
2362,06/04/2021,IND,635942,0.32,29889.27,38,4,4,0,1,0,B,Commodities,intraday,Short,3,2,8
2363,08/06/2021,IND,794737,-0.81,-22650.0,7,7,0,7,0,7,A,Shares,scalping,Long,3,2,2
2364,27/04/2021,IND,1149843,-0.17,-20122.25,45,46,21,25,14,18,D,Forex,intraday,Long,1,2,3
2365,08/06/2021,IND,827854,-0.81,19040.64,48,24,13,11,13,7,B,Forex,swing,Long,3,2,3
2366,01/07/2021,IND,593707,-0.61,20482.89,13,47,36,11,25,9,B,Forex,swing,Short,2,1,8
2367,18/06/2021,IND,357623,-0.04,17702.34,34,6,0,6,0,3,D,Forex,swing,Long,3,1,9
2368,14/06/2021,IND,1203649,-0.05,-21665.68,35,6,6,0,4,0,B,FnO,positional,Short,3,2,4
2369,16/05/2021,IND,241795,-0.41,11364.36,22,47,46,1,11,0,C,Commodities,scalping,Short,1,1,6
2370,27/05/2021,IND,1369922,-0.67,-26028.52,43,11,4,7,3,0,C,FnO,intraday,Long,4,1,5
2371,06/07/2021,IND,1313602,0.25,28242.44,39,45,24,21,1,20,A,FnO,swing,Short,3,1,10
2372,04/05/2021,IND,530073,-0.21,-8216.13,34,5,3,2,1,1,A,Commodities,scalping,Long,2,1,9
2373,02/04/2021,IND,979452,-0.81,23017.12,24,23,13,10,12,9,C,Forex,intraday,Long,4,1,9
2374,24/05/2021,IND,347292,-0.59,-11113.34,21,42,21,21,12,7,C,FnO,swing,Short,3,1,7
2375,20/06/2021,IND,1401585,0.16,54661.82,30,28,19,9,12,7,B, Equity,scalping,Long,1,1,6
2376,11/07/2021,IND,215176,-0.6,-10328.45,50,31,5,26,0,24,D,Forex,intraday,Short,3,2,8
2377,22/06/2021,IND,1030209,0.15,18028.66,35,19,6,13,3,11,C,Forex,positional,Long,1,2,2
2378,31/05/2021,IND,623309,0.36,-25867.32,29,14,8,6,7,4,A,FnO,positional,Long,2,2,1
2379,13/07/2021,IND,524505,0.04,17046.41,20,7,1,6,1,6,C,Shares,positional,Long,3,2,10
2380,12/04/2021,IND,897900,0.2,-42650.25,38,22,21,1,10,1,D,Forex,intraday,Short,2,1,3
2381,22/05/2021,IND,762792,-0.0,33181.45,42,6,2,4,1,4,B,FnO,swing,Short,1,2,10
2382,02/06/2021,IND,205331,-0.92,-4003.95,43,18,0,18,0,17,D,Forex,swing,Long,2,1,1
2383,02/04/2021,IND,843123,-0.81,-15176.21,1,4,1,3,0,1,C, Equity,scalping,Long,4,1,3
2384,02/04/2021,IND,1044829,-0.81,26120.72,39,34,13,21,4,7,B, Equity,intraday,Long,3,2,9
2385,28/06/2021,IND,955364,-0.3,42991.38,23,32,0,32,0,30,B,Commodities,scalping,Short,4,2,10
2386,10/05/2021,IND,143322,0.12,-6091.19,38,19,19,0,0,0,C,Shares,intraday,Short,3,2,2
2387,29/04/2021,IND,1239321,-1.2,-37799.29,11,1,1,0,1,0,C,Shares,scalping,Short,4,2,1
2388,19/04/2021,IND,1058587,-0.85,17995.98,26,8,0,8,0,5,C,Forex,scalping,Short,3,1,10
2389,24/06/2021,IND,426593,0.18,-10878.12,18,42,28,14,25,6,A,Shares,positional,Long,3,1,1
2390,19/06/2021,IND,677327,-0.39,-21674.46,19,50,37,13,23,3,C,FnO,positional,Short,2,1,2
2391,04/04/2021,IND,911283,-0.75,-41919.02,35,27,9,18,3,4,D,FnO,positional,Long,3,2,10
2392,02/04/2021,IND,347377,-0.81,-15805.65,7,3,3,0,0,0,D,Shares,intraday,Short,3,1,3
2393,11/04/2021,IND,502436,0.31,-14821.86,29,23,2,21,1,11,D,FnO,intraday,Short,2,2,6
2394,10/06/2021,IND,581850,0.27,-4363.88,19,20,4,16,1,16,D,Commodities,swing,Long,1,1,6
2395,13/05/2021,IND,78168,-0.05,1954.2,41,5,4,1,0,0,C,FnO,positional,Long,1,1,8
2396,13/04/2021,IND,308481,-0.03,8945.95,14,5,5,0,4,0,B,Shares,positional,Long,4,2,1
2397,16/07/2021,IND,329133,-0.57,-6418.09,27,46,11,35,6,19,D,Forex,scalping,Long,2,2,3
2398,01/04/2021,IND,717774,-0.24,-19021.01,32,2,1,1,0,1,C,Shares,scalping,Short,2,2,2
2399,09/06/2021,IND,616725,-0.61,8942.51,44,4,1,3,0,1,B,FnO,positional,Short,2,2,5
2400,30/05/2021,IND,1465111,0.08,65929.99,15,6,0,6,0,5,C,FnO,intraday,Short,3,2,10
2401,11/05/2021,IND,1118470,0.42,-30757.92,34,14,0,14,0,7,D,Commodities,positional,Long,4,2,5
2402,17/07/2021,IND,1231751,1.0,-44958.91,18,32,32,0,1,0,D,Shares,swing,Long,1,2,5
2403,16/06/2021,IND,1109112,0.01,-14418.46,34,38,15,23,10,19,D,Forex,scalping,Short,4,2,1
2404,07/04/2021,IND,534083,-0.48,-25101.9,37,5,0,5,0,1,D,Commodities,intraday,Long,2,2,2
2405,28/04/2021,IND,981515,0.53,17667.27,30,7,4,3,4,1,D,Commodities,swing,Long,3,2,3
2406,26/06/2021,IND,1043023,-1.72,45893.01,49,37,29,8,28,7,C, Equity,positional,Long,3,2,1
2407,05/07/2021,IND,930009,-0.11,-26040.25,29,18,16,2,9,1,C, Equity,intraday,Long,3,1,8
2408,22/05/2021,IND,597175,-0.0,-15825.14,15,13,2,11,1,4,A,Forex,scalping,Long,1,1,5
2409,27/04/2021,IND,138225,-0.17,-4837.88,7,25,2,23,0,10,D,Commodities,swing,Short,1,1,8
2410,29/05/2021,IND,717534,-0.13,-26548.76,45,45,33,12,16,11,C,Shares,positional,Long,4,1,4
2411,13/06/2021,IND,132145,-0.16,5682.23,24,46,4,42,2,27,D,Shares,swing,Long,4,2,4
2412,25/04/2021,IND,713016,-0.0,11051.75,49,27,27,0,6,0,C,FnO,intraday,Short,3,2,10
2413,09/04/2021,IND,270130,0.13,6888.31,45,8,5,3,3,0,D, Equity,intraday,Long,1,1,1
2414,13/06/2021,IND,1218812,-0.16,49361.89,26,7,6,1,2,1,B,FnO,positional,Short,1,2,3
2415,08/05/2021,IND,1451899,0.39,-27586.08,28,20,4,16,3,5,B,FnO,intraday,Long,2,2,10
2416,16/06/2021,IND,718191,0.01,17236.58,19,4,1,3,1,1,B,FnO,intraday,Long,1,1,2
